category,subcategory,source,content,token_length,revision_id,permanent_link,content_id
Family and Relationships,Intermarriage,Mixed marriage,"Mixed marriage may refer to:

Intermarriage
Endogamy, the act of marrying inside of one's own specific group
Exogamy, the act of marrying outside of one's own specific group
Interracial marriage, between people of different races
Miscegenation, a pejorative term for interracial sexual relationships
Interethnic marriage, between people of different ethnicities
Interfaith marriage, between people who adhere to different religions
Interdenominational marriage, between people who adhere to different sects of the same religion
Marital conversion, the act of converting to one's partner's religion in order to facilitate marriage and thereby assimilate into their society
Royal intermarriage, between people belonging to different royal dynasties
Transnational marriage, between people who are not citizens of the same country
Mixed-orientation marriage, between people who do not have corresponding sexual orientations
Lavender marriage, between a man and a woman who seek to feign heterosexuality
Mixed Marriage (play), a 1911 Irish play",145,1260712329,https://en.wikipedia.org/w/index.php?title=Mixed_marriage&oldid=1260712329,059e397d300e
Global Power and Security,World Leaders,World Leaders,"World Leaders, also known as Chiefs of State and Cabinet Members of Foreign Governments, is a public domain directory published weekly by the United States Central Intelligence Agency. It lists different state officials for each country of the world: the head of state and/or head of government and other cabinet ministers, the chief of the central bank, and the ambassadors to the United Nations and the United States.

See also
The International Who's Who
List of current heads of state and government
National Security Agency academic publications
World-Check

References
External links
World Leaders
World Leaders Autograph Society, the international community of collectors who collect autographs of world leaders",108,1292012473,https://en.wikipedia.org/w/index.php?title=World_Leaders&oldid=1292012473,fbe585529e79
Global Power and Security,World Leaders,1929 world leaders,"1929 world leaders may refer to:

Sovereigns in 1929 - see List of sovereign states in 1929
State leaders in 1929 - see List of state leaders in 1929
Religious leaders in 1929 - see List of religious leaders in 1929",41,611742557,https://en.wikipedia.org/w/index.php?title=1929_world_leaders&oldid=611742557,ca665f36e3d7
Institutional Trust,Trust in Institutions,Krupanidhi Group of Institutions,"The Krupanidhi Group of Institution (/krupa-ni-dhi/) are a group of colleges managed by the Krupanidhi Educational Trust, based in Kormangala, Bangalore, India. The institution was founded in 1985 by educationists Suresh Nagpal and Geetha Nagpal and philanthropist Sunil Samson Dhamanigi.

Colleges
The Krupanidhi Group of Institutions includes the following colleges:

Pharmacy college
Physiotherapy college
Nursing college
Business school
Degree College
Residential Pre-University College
Pre-University College

Affiliation
The Krupanidhi College of Pharmacy is registered by the University Grants Commission (UGC), temporarily affiliated with Rajiv Gandhi University of Health Sciences (RGUHS) and approved by the Pharmacy Council of India (PCI). The Krupanidhi Degree College is affiliated with Bengaluru North University (BNU).


== References ==",112,1269351701,https://en.wikipedia.org/w/index.php?title=Krupanidhi_Group_of_Institutions&oldid=1269351701,dceaa5354fb6
"Religious Studies, Identity, and Demographics",Religion,No religion,"No religion may refer to:

Irreligion, absence of, or indifference towards religion
Atheism, the absence of belief of the existence of deities
Agnosticism, the position that the existence of deities is unknown or unknowable
No Religious Test Clause, found in Article VI, paragraph 3 of the U.S. Constitution
""No Religion"", a song by Van Morrison from his album Days Like This
""No Religion"", a song by Asia from their album XXX",71,1272697371,https://en.wikipedia.org/w/index.php?title=No_religion&oldid=1272697371,85bdc84bb34c
"Religious Studies, Identity, and Demographics",Religion,Vedic religion,"Vedic religion or Vedic Hinduism may refer to:

Historical Vedic religion, the religion of the Indo-Aryans of northern India during the Vedic period
Hinduism, which developed out of the merger of Vedic religion with numerous local religious traditions
Śrauta, surviving conservative traditions within Hinduism

See also
Vedas, a large body of religious texts originating in ancient India
Vedanta (disambiguation), originally a word used in Hindu philosophy as a synonym for that part of the Veda texts also known as the Upanishads
Vedic (disambiguation)
History of Hinduism",86,1176705199,https://en.wikipedia.org/w/index.php?title=Vedic_religion&oldid=1176705199,9989af554796
"Religious Studies, Identity, and Demographics",Religion,Greek religion,"Greek religion can refer to several things, including

Ancient Greek religion
Greek hero cult
Greco-Roman mysteries
Hellenistic religion
Platonic idealism
Greek Church (disambiguation)
Greek Orthodox Church
Greek Catholic Church
Religion in Greece
Hellenism (modern religion)

See also
Hellenism (disambiguation)",39,1033909683,https://en.wikipedia.org/w/index.php?title=Greek_religion&oldid=1033909683,7407f90dc396
"Religious Studies, Identity, and Demographics",Beliefs and Practices,Shia Islamic beliefs and practices,"The beliefs and practices of Twelver Shia Islam are categorised into:

Theology or Roots of the Religion - five beliefs
Ancillaries of the Faith or Branches of the Religion - ten practices

Theological principles
Tawhid - the Oneness of God
Adl ""divine justice""
Nubuwwah ""prophethood""
Imamate ""leadership of Mankind""
Resurrection of the dead

The Ancillaries of the Faith
Salat ""ritual prayer""
Sawm ""Fasting"" during the month of Ramadan
Hajj ""pilgrimage"" to Mecca
Zakāt - charitable giving
Khums - a ""Fifth"" of specific kinds of income given to charity
Jihad ""struggle""
Commanding right and forbidding wrong
Forbidding what is evil
Tawalla - love of faith and the chosen of God
Tabarra - disassociation from enemies of the faith and God's chosen.

See also
Principles of Shia Islam jurisprudence


== References ==",130,1242596642,https://en.wikipedia.org/w/index.php?title=Shia_Islamic_beliefs_and_practices&oldid=1242596642,bc83aa689bb9
"Religious Studies, Identity, and Demographics",Gender and Religion,God and gender,"God and gender may refer to:

Gender of God
Gender in Bible translation
Gender and religion",16,437280548,https://en.wikipedia.org/w/index.php?title=God_and_gender&oldid=437280548,887725c033f0
"Religious Studies, Identity, and Demographics",Religious Identity and Affiliation,Religious affiliations of presidents of Lebanon,"The religious affiliations of presidents of Lebanon are a major condition in determining the eligibility candidate. Since the identity of Lebanese population is divided by religion and sects, an unwritten understanding between them resulted in Christians taking the position since its establishment.

Religious affiliations
See also
President of Lebanon
List of presidents of Lebanon
Other countries
List of prime ministers of Canada by religious affiliation
Religious affiliations of chancellors of Germany
Religious affiliations of prime ministers of the Netherlands
Religious affiliations of presidents of the United States


== References ==",90,1276524984,https://en.wikipedia.org/w/index.php?title=Religious_affiliations_of_presidents_of_Lebanon&oldid=1276524984,7b716d47a153
